,Player,Team,Pitch,球種,投球数,投球%,xPV,xPV/100,Grade,球速(km/h),SwStr%,Whiff%,O-Swing%,wOBAcon,xwOBAcon,GB%,FL%,IFFB%
1154,ヘルナンデス,ソ,左投,スライダー,48,17,-0.2,-,-,134,16.7,38.1,27.6,.348,.374,40,60,0
1155,ヘルナンデス,ソ,左投,カーブ,12,4,-0.4,-,-,126,8.3,50.0,10.0,.000,.466,0,100,0
1156,三嶋 一輝,デ,右投,ストレート,53,49,-1.9,-,-,146,1.9,8.3,5.6,.442,.326,20,60,20
1157,三嶋 一輝,デ,右投,スライダー,46,43,0.3,-,-,136,15.2,28.0,36.4,.246,.363,44,56,0
1158,三嶋 一輝,デ,右投,カーブ,5,5,0.1,-,-,127,0.0,-,0.0,-,-,-,-,-
1159,三嶋 一輝,デ,右投,フォーク,4,4,-0.3,-,-,141,0.0,0.0,0.0,.000,.480,0,100,0
1160,ロドリゲス,ヤ,右投,ストレート,22,36,-0.5,-,-,149,4.5,20.0,15.4,.870,.453,0,100,0
1161,ロドリゲス,ヤ,右投,スライダー,4,7,0.2,-,-,130,50.0,66.7,75.0,.000,.220,100,0,0
1162,ロドリゲス,ヤ,右投,カットボール,12,20,-0.5,-,-,140,8.3,14.3,28.6,.348,.413,20,80,0
1163,ロドリゲス,ヤ,右投,ナックルカーブ,3,5,-0.2,-,-,124,0.0,0.0,0.0,.000,.466,0,100,0
1164,ロドリゲス,ヤ,右投,チェンジアップ,12,20,0.1,-,-,135,8.3,16.7,40.0,.580,.304,67,33,0
1165,ロドリゲス,ヤ,右投,ツーシーム,8,13,0.1,-,-,147,0.0,0.0,50.0,-,-,-,-,-
1166,京本 眞,巨,右投,ストレート,38,58,-0.4,-,-,148,2.6,7.7,26.1,.342,.302,56,33,11
1167,京本 眞,巨,右投,スライダー,10,15,0.1,-,-,127,0.0,0.0,0.0,.000,.220,100,0,0
1168,京本 眞,巨,右投,カーブ,1,2,0.0,-,-,121,0.0,-,0.0,-,-,-,-,-
1169,京本 眞,巨,右投,フォーク,9,14,0.1,-,-,136,33.3,42.9,80.0,.435,.344,50,50,0
1170,京本 眞,巨,右投,チェンジアップ,8,12,0.0,-,-,132,12.5,33.3,20.0,.000,.223,100,0,0
1171,今村 信貴,巨,左投,ストレート,27,46,0.3,-,-,143,7.4,15.4,30.0,.000,.273,100,0,0
1172,今村 信貴,巨,左投,スライダー,7,12,-0.5,-,-,118,14.3,25.0,50.0,.000,.478,0,100,0
1173,今村 信貴,巨,左投,カットボール,4,7,0.0,-,-,127,0.0,0.0,0.0,1.340,.458,0,100,0
1174,今村 信貴,巨,左投,フォーク,8,14,0.2,-,-,130,25.0,100.0,25.0,-,-,-,-,-
1175,今村 信貴,巨,左投,チェンジアップ,1,2,0.0,-,-,123,0.0,-,0.0,-,-,-,-,-
1176,今村 信貴,巨,左投,シュート,12,20,-0.2,-,-,143,0.0,0.0,0.0,.000,.213,100,0,0
1177,石田 健大,デ,左投,ストレート,164,36,-1.1,-0.7,46,139,3.0,7.2,19.1,.515,.375,30,65,5
1178,石田 健大,デ,左投,スライダー,74,16,1.2,-,-,122,18.9,40.0,37.8,.426,.289,50,38,13
1179,石田 健大,デ,左投,カットボール,87,19,0.6,-,-,131,12.6,26.2,28.9,.205,.275,71,24,6
1180,石田 健大,デ,左投,カーブ,36,8,-0.2,-,-,108,8.3,30.0,15.4,.435,.332,50,50,0
1181,石田 健大,デ,左投,フォーク,1,0,0.0,-,-,129,0.0,-,0.0,-,-,-,-,-
1182,石田 健大,デ,左投,チェンジアップ,94,21,-0.6,-,-,126,17.0,28.6,46.6,.231,.346,42,54,4
1183,齋藤 友貴哉,日,右投,ストレート,62,74,-0.3,-,-,154,8.1,20.0,16.1,.444,.282,67,22,11
1184,齋藤 友貴哉,日,右投,スライダー,10,12,-0.6,-,-,136,10.0,16.7,50.0,.735,.413,25,75,0
1185,齋藤 友貴哉,日,右投,カーブ,1,1,0.0,-,-,126,0.0,-,-,-,-,-,-,-
1186,齋藤 友貴哉,日,右投,スプリット,11,13,0.7,-,-,145,27.3,42.9,50.0,.000,.209,100,0,0
1187,フェリス,中,右投,ストレート,15,56,0.1,-,-,149,13.3,28.6,12.5,.690,.242,33,33,33
1188,フェリス,中,右投,スライダー,9,33,-0.1,-,-,130,22.2,50.0,50.0,.000,.478,0,100,0
1189,フェリス,中,右投,チェンジアップ,3,11,0.0,-,-,137,0.0,-,0.0,-,-,-,-,-
1190,ケムナ 誠,広,右投,ストレート,50,51,-0.6,-,-,150,8.0,18.2,20.7,.440,.376,43,57,0
1191,ケムナ 誠,広,右投,スライダー,16,16,-0.7,-,-,136,0.0,0.0,25.0,.218,.349,50,50,0
1192,ケムナ 誠,広,右投,カーブ,21,21,-0.1,-,-,117,9.5,33.3,25.0,.870,.199,100,0,0
1193,ケムナ 誠,広,右投,フォーク,11,11,0.1,-,-,138,9.1,20.0,50.0,.870,.480,0,100,0
1194,大江 竜聖,巨,左投,ストレート,115,50,-0.3,-0.2,36,138,1.7,4.9,12.2,.102,.315,76,24,0
1195,大江 竜聖,巨,左投,スライダー,76,33,-0.5,-,-,120,14.5,34.4,31.7,.776,.378,20,70,10
1196,大江 竜聖,巨,左投,チェンジアップ,15,7,0.4,-,-,122,26.7,80.0,35.7,.000,.223,100,0,0
1197,大江 竜聖,巨,左投,シュート,22,10,0.1,-,-,135,4.5,8.3,22.2,.218,.285,75,25,0
1198,弓削 隼人,楽,左投,ストレート,68,38,0.6,-,-,141,10.3,22.6,13.0,.237,.375,27,67,7
1199,弓削 隼人,楽,左投,スライダー,18,10,-0.3,-,-,120,0.0,0.0,12.5,.218,.413,25,75,0
1200,弓削 隼人,楽,左投,カットボール,47,26,0.7,-,-,131,6.4,12.5,28.6,.193,.282,33,44,22
1201,弓削 隼人,楽,左投,カーブ,22,12,0.0,-,-,116,0.0,0.0,8.3,.000,.199,100,0,0
1202,弓削 隼人,楽,左投,フォーク,23,13,0.1,-,-,132,30.4,50.0,47.1,.498,.299,67,33,0
1203,弓削 隼人,楽,左投,シュート,2,1,0.1,-,-,138,50.0,100.0,100.0,-,-,-,-,-
1204,矢澤 宏太,日,左投,ストレート,139,60,-1.0,-0.7,31,147,9.4,27.1,10.1,.263,.381,40,60,0
1205,矢澤 宏太,日,左投,スライダー,81,35,-0.5,-,-,136,16.0,38.2,25.0,.282,.262,57,29,14
1206,矢澤 宏太,日,左投,カーブ,7,3,-0.2,-,-,129,14.3,33.3,33.3,.000,.466,0,100,0
1207,矢澤 宏太,日,左投,フォーク,3,1,0.3,-,-,135,0.0,0.0,50.0,.000,.000,0,0,100
1208,矢澤 宏太,日,左投,ツーシーム,2,1,0.1,-,-,136,50.0,100.0,50.0,-,-,-,-,-
1209,柴田 大地,ヤ,右投,ストレート,19,58,-0.5,-,-,148,0.0,0.0,7.7,.000,.363,50,50,0
1210,柴田 大地,ヤ,右投,カットボール,4,12,-0.2,-,-,142,0.0,0.0,0.0,-,-,-,-,-
1211,柴田 大地,ヤ,右投,スプリット,10,30,0.5,-,-,141,30.0,75.0,25.0,.870,.209,100,0,0
1212,菊地 吏玖,ロ,右投,ストレート,52,67,0.8,-,-,146,5.8,11.1,31.3,.490,.393,33,67,0
1213,菊地 吏玖,ロ,右投,スライダー,6,8,-0.4,-,-,133,0.0,0.0,0.0,1.105,.478,0,100,0
1214,菊地 吏玖,ロ,右投,カーブ,9,12,-0.1,-,-,114,0.0,0.0,25.0,.000,.199,100,0,0
1215,菊地 吏玖,ロ,右投,フォーク,11,14,0.2,-,-,131,18.2,50.0,30.0,.000,.209,100,0,0
1216,和田 毅,ソ,左投,ストレート,140,41,1.0,0.7,60,141,7.9,16.4,22.7,.498,.331,55,40,5
1217,和田 毅,ソ,左投,スライダー,98,29,0.0,-,-,130,8.2,18.6,37.2,.381,.349,50,50,0
1218,和田 毅,ソ,左投,カットボール,16,5,-0.5,-,-,136,0.0,0.0,20.0,.000,.237,100,0,0
1219,和田 毅,ソ,左投,カーブ,24,7,0.1,-,-,117,16.7,30.8,42.9,.000,.466,0,100,0
1220,和田 毅,ソ,左投,チェンジアップ,39,12,-0.4,-,-,130,7.7,13.6,39.1,.163,.330,56,44,0
1221,和田 毅,ソ,左投,ツーシーム,21,6,0.0,-,-,140,0.0,0.0,33.3,.218,.304,25,50,25
1222,坂本 裕哉,デ,左投,ストレート,123,54,-0.4,-0.3,34,146,5.7,11.1,22.0,.218,.351,46,50,4
1223,坂本 裕哉,デ,左投,スライダー,14,6,-0.1,-,-,130,0.0,0.0,33.3,.435,.239,0,50,50
1224,坂本 裕哉,デ,左投,カットボール,32,14,-0.3,-,-,134,9.4,20.0,33.3,.387,.333,33,56,11
1225,坂本 裕哉,デ,左投,チェンジアップ,59,26,2.3,-,-,133,32.2,52.8,62.2,.109,.195,88,0,13
1226,堀 瑞輝,日,左投,ストレート,21,42,-0.3,-,-,145,4.8,20.0,0.0,1.270,.453,0,100,0
1227,堀 瑞輝,日,左投,スライダー,25,50,0.3,-,-,128,32.0,57.1,50.0,.553,.349,50,50,0
1228,堀 瑞輝,日,左投,フォーク,4,8,-0.1,-,-,134,0.0,0.0,0.0,.920,.209,100,0,0
1229,根尾 昂,中,右投,ストレート,45,50,-0.8,-,-,144,4.4,14.3,16.0,.296,.376,43,57,0
1230,根尾 昂,中,右投,カットボール,21,23,0.4,-,-,131,19.0,57.1,23.1,.000,.237,100,0,0
1231,根尾 昂,中,右投,カーブ,5,6,-0.1,-,-,110,0.0,0.0,0.0,.870,.466,0,100,0
1232,根尾 昂,中,右投,フォーク,19,21,-0.5,-,-,137,5.3,25.0,0.0,-,-,-,-,-
1233,坂本 光士郎,ロ,左投,ストレート,100,57,-0.8,-0.8,30,150,9.0,17.6,29.2,.254,.348,32,58,11
1234,坂本 光士郎,ロ,左投,スライダー,62,35,0.6,-,-,133,22.6,48.3,42.9,.218,.358,0,75,25
1235,坂本 光士郎,ロ,左投,カットボール,4,2,0.3,-,-,142,0.0,0.0,0.0,.000,.000,0,0,100
1236,坂本 光士郎,ロ,左投,フォーク,10,6,0.1,-,-,140,10.0,14.3,40.0,.000,.209,100,0,0
1237,青山 美夏人,西,右投,ストレート,88,47,-1.2,-,-,144,2.3,5.9,11.9,.418,.332,43,48,10
1238,青山 美夏人,西,右投,カットボール,23,12,-0.2,-,-,128,0.0,0.0,20.0,.218,.347,50,50,0
1239,青山 美夏人,西,右投,カーブ,20,11,-0.1,-,-,107,10.0,16.7,40.0,.174,.359,40,60,0
1240,青山 美夏人,西,右投,スプリット,48,26,0.8,-,-,136,22.9,45.8,47.2,.392,.239,89,11,0
1241,青山 美夏人,西,右投,ツーシーム,8,4,-0.1,-,-,131,0.0,0.0,25.0,1.130,.357,50,50,0
1242,浜屋 将太,西,左投,ストレート,21,37,-0.4,-,-,140,0.0,0.0,8.3,.435,.453,0,100,0
1243,浜屋 将太,西,左投,スライダー,6,11,-0.4,-,-,124,16.7,100.0,0.0,-,-,-,-,-
1244,浜屋 将太,西,左投,カットボール,2,4,0.0,-,-,131,0.0,-,0.0,-,-,-,-,-
1245,浜屋 将太,西,左投,カーブ,8,14,-0.1,-,-,111,0.0,0.0,0.0,.307,.288,67,33,0
1246,浜屋 将太,西,左投,フォーク,5,9,-0.4,-,-,130,0.0,0.0,0.0,.870,.480,0,100,0
1247,浜屋 将太,西,左投,チェンジアップ,6,11,0.2,-,-,121,33.3,66.7,66.7,-,-,-,-,-
1248,浜屋 将太,西,左投,ツーシーム,9,16,-0.5,-,-,140,0.0,0.0,33.3,.218,.357,50,50,0
1249,櫻井 周斗,楽,左投,ストレート,45,42,-0.3,-,-,145,13.3,23.1,41.7,.290,.325,50,42,8
1250,櫻井 周斗,楽,左投,スライダー,3,3,0.0,-,-,131,0.0,-,0.0,-,-,-,-,-
1251,櫻井 周斗,楽,左投,カットボール,29,27,-0.5,-,-,136,10.3,27.3,16.7,.290,.384,33,67,0
1252,櫻井 周斗,楽,左投,ナックルカーブ,2,2,-0.1,-,-,119,0.0,-,0.0,-,-,-,-,-
1253,櫻井 周斗,楽,左投,フォーク,7,7,0.4,-,-,134,14.3,33.3,20.0,.000,.000,0,0,100
1254,櫻井 周斗,楽,左投,ツーシーム,21,20,0.1,-,-,138,4.8,7.7,62.5,.770,.429,25,75,0
1255,富田 蓮,神,左投,ストレート,87,57,0.5,-,-,140,4.6,9.3,6.7,.232,.314,18,59,24
1256,富田 蓮,神,左投,スライダー,22,14,0.0,-,-,125,9.1,25.0,20.0,.000,.239,0,50,50
1257,富田 蓮,神,左投,カットボール,23,15,0.0,-,-,132,4.3,11.1,9.1,.218,.288,25,50,25
1258,富田 蓮,神,左投,ナックルカーブ,9,6,-0.4,-,-,117,22.2,28.6,50.0,.000,.466,0,100,0
1259,富田 蓮,神,左投,フォーク,10,7,-0.2,-,-,129,0.0,0.0,25.0,.218,.344,50,50,0
1260,富田 蓮,神,左投,チェンジアップ,1,1,0.0,-,-,129,0.0,0.0,-,-,-,-,-,-
1261,平内 龍太,巨,右投,ストレート,84,52,-0.1,-,-,152,6.0,12.2,26.3,.324,.322,60,35,5
1262,平内 龍太,巨,右投,スライダー,2,1,0.1,-,-,133,50.0,50.0,-,.000,.220,100,0,0
1263,平内 龍太,巨,右投,カットボール,1,1,0.0,-,-,135,0.0,0.0,-,-,-,-,-,-
1264,平内 龍太,巨,右投,カーブ,19,12,0.0,-,-,121,10.5,66.7,9.1,.000,.199,100,0,0
1265,平内 龍太,巨,右投,スプリット,29,18,0.0,-,-,144,20.7,33.3,50.0,.000,.344,50,50,0
1266,平内 龍太,巨,右投,ツーシーム,26,16,-0.7,-,-,146,7.7,15.4,15.4,.373,.336,57,43,0
1267,羽田 慎之介,西,左投,ストレート,14,78,0.3,-,-,154,7.1,11.1,40.0,.000,.242,33,33,33
1268,羽田 慎之介,西,左投,カットボール,3,17,-0.1,-,-,138,0.0,0.0,0.0,-,-,-,-,-
1269,羽田 慎之介,西,左投,スプリット,1,6,-0.2,-,-,141,0.0,0.0,-,.870,.480,0,100,0
1270,松本 健吾,ヤ,右投,ストレート,93,44,0.2,-,-,144,4.3,9.5,22.7,.492,.315,47,41,12
1271,松本 健吾,ヤ,右投,スライダー,25,12,-0.2,-,-,126,12.0,42.9,20.0,.000,.220,100,0,0
1272,松本 健吾,ヤ,右投,カットボール,22,10,0.2,-,-,134,4.5,5.9,66.7,.759,.402,25,75,0
1273,松本 健吾,ヤ,右投,カーブ,23,11,-0.2,-,-,116,13.0,50.0,21.4,.000,.466,0,100,0
1274,松本 健吾,ヤ,右投,スプリット,47,22,0.9,-,-,134,23.4,32.4,60.0,.406,.263,69,25,6
1275,及川 雅貴,神,左投,ストレート,40,44,-0.1,-,-,143,0.0,0.0,11.1,.435,.363,50,50,0
1276,及川 雅貴,神,左投,スライダー,25,27,0.5,-,-,127,8.0,22.2,33.3,.174,.220,100,0,0
1277,及川 雅貴,神,左投,カットボール,11,12,0.1,-,-,138,18.2,33.3,42.9,.000,.237,100,0,0
1278,及川 雅貴,神,左投,カーブ,2,2,-0.1,-,-,113,0.0,-,0.0,-,-,-,-,-
1279,及川 雅貴,神,左投,ツーシーム,13,14,-0.2,-,-,137,7.7,20.0,22.2,.000,.213,100,0,0
1280,ビーズリー,神,右投,ストレート,174,38,-0.9,-0.5,48,148,4.0,8.8,36.8,.351,.350,39,54,7
1281,ビーズリー,神,右投,スライダー,117,25,1.0,0.9,65,129,17.9,30.9,44.2,.186,.303,58,37,5
1282,ビーズリー,神,右投,カットボール,126,27,0.6,0.5,65,141,8.7,19.3,29.5,.137,.258,68,21,11
1283,ビーズリー,神,右投,スプリット,39,8,0.1,-,-,138,12.8,26.3,33.3,.290,.222,56,22,22
1284,ビーズリー,神,右投,ツーシーム,4,1,0.0,-,-,145,0.0,0.0,50.0,.000,.213,100,0,0
1285,本田 仁海,オ,右投,ストレート,126,57,0.3,0.2,40,150,7.1,12.5,29.6,.335,.350,43,51,6
1286,本田 仁海,オ,右投,スライダー,19,9,0.2,-,-,135,15.8,42.9,27.3,.000,.220,100,0,0
1287,本田 仁海,オ,右投,カーブ,2,1,0.0,-,-,123,0.0,-,0.0,-,-,-,-,-
1288,本田 仁海,オ,右投,フォーク,74,33,0.3,-,-,135,21.6,50.0,35.8,.000,.425,20,80,0
1289,渡邉 勇太朗,西,右投,ストレート,219,45,-2.7,-1.2,40,147,2.3,7.1,14.7,.346,.354,47,50,3
1290,渡邉 勇太朗,西,右投,スライダー,44,9,-0.6,-,-,128,6.8,17.6,18.2,.439,.392,33,67,0
1291,渡邉 勇太朗,西,右投,カットボール,100,21,1.3,1.3,72,137,9.0,17.0,42.6,.172,.263,52,30,17
1292,渡邉 勇太朗,西,右投,カーブ,59,12,-0.6,-,-,120,1.7,5.0,23.3,.395,.344,45,55,0
1293,渡邉 勇太朗,西,右投,スプリット,65,13,-0.4,-,-,138,6.2,11.1,30.6,.379,.273,76,24,0
1294,馬場 皐輔,巨,右投,ストレート,4,25,0.0,-,-,146,0.0,0.0,0.0,.870,.453,0,100,0
1295,馬場 皐輔,巨,右投,カットボール,3,19,0.1,-,-,139,0.0,0.0,0.0,.000,.000,0,0,100
1296,馬場 皐輔,巨,右投,カーブ,1,6,0.1,-,-,124,0.0,-,-,-,-,-,-,-
1297,馬場 皐輔,巨,右投,スプリット,8,50,0.2,-,-,139,25.0,40.0,25.0,-,-,-,-,-
1298,鈴木 博志,オ,右投,ストレート,35,25,-0.3,-,-,150,0.0,0.0,26.7,.348,.417,20,80,0
1299,鈴木 博志,オ,右投,カットボール,43,30,0.5,-,-,144,30.2,54.2,32.0,.476,.292,75,25,0
1300,鈴木 博志,オ,右投,カーブ,2,1,-0.1,-,-,128,0.0,-,0.0,-,-,-,-,-
1301,鈴木 博志,オ,右投,ツーシーム,62,44,0.2,-,-,151,9.7,16.7,23.8,.411,.299,70,30,0
1302,古謝 樹,楽,左投,ストレート,153,55,0.5,0.3,56,144,6.5,12.2,30.4,.374,.323,38,49,14
1303,古謝 樹,楽,左投,スライダー,62,22,1.0,-,-,129,14.5,28.1,41.9,.472,.262,69,23,8
1304,古謝 樹,楽,左投,カットボール,5,2,0.0,-,-,137,0.0,0.0,33.3,.870,.347,50,50,0
1305,古謝 樹,楽,左投,カーブ,4,1,-0.1,-,-,120,0.0,-,0.0,-,-,-,-,-
1306,古謝 樹,楽,左投,チェンジアップ,17,6,-0.3,-,-,132,0.0,0.0,0.0,.000,.345,50,50,0
1307,古謝 樹,楽,左投,ツーシーム,38,14,-1.0,-,-,134,5.3,11.1,11.1,.097,.373,44,56,0
1308,與座 海人,西,右投,ストレート,62,52,-1.0,-,-,127,6.5,13.3,24.1,.261,.381,40,60,0
1309,與座 海人,西,右投,スライダー,21,18,-1.6,-,-,114,4.8,10.0,30.8,.435,.413,25,75,0
1310,與座 海人,西,右投,カーブ,18,15,-0.3,-,-,101,5.6,11.1,42.9,.000,.283,25,50,25
1311,與座 海人,西,右投,チェンジアップ,7,6,0.0,-,-,123,14.3,20.0,-,.435,.345,50,50,0
1312,與座 海人,西,右投,ツーシーム,11,9,-0.2,-,-,123,0.0,0.0,25.0,.000,.238,33,33,33
1313,玉村 昇悟,広,左投,ストレート,144,44,-1.8,-1.2,41,142,5.6,12.1,23.0,.370,.368,31,63,6
1314,玉村 昇悟,広,左投,スライダー,107,33,0.9,0.9,65,128,9.3,23.3,25.5,.307,.318,29,53,18
1315,玉村 昇悟,広,左投,カーブ,20,6,-0.3,-,-,102,0.0,0.0,9.1,.665,.332,50,50,0
1316,玉村 昇悟,広,左投,チェンジアップ,48,15,-0.1,-,-,130,8.3,14.8,29.4,.294,.306,50,42,8
1317,玉村 昇悟,広,左投,シュート,7,2,0.1,-,-,141,28.6,50.0,50.0,.870,.501,0,100,0
1318,仲地 礼亜,中,右投,ストレート,3,27,0.1,-,-,143,0.0,-,0.0,-,-,-,-,-
1319,仲地 礼亜,中,右投,スライダー,1,9,-0.1,-,-,122,0.0,-,0.0,-,-,-,-,-
1320,仲地 礼亜,中,右投,カットボール,1,9,0.0,-,-,137,0.0,-,0.0,-,-,-,-,-
1321,仲地 礼亜,中,右投,カーブ,4,36,0.3,-,-,115,25.0,33.3,100.0,-,-,-,-,-
1322,仲地 礼亜,中,右投,チェンジアップ,1,9,0.2,-,-,122,100.0,100.0,100.0,-,-,-,-,-
1323,仲地 礼亜,中,右投,ツーシーム,1,9,0.0,-,-,127,0.0,0.0,100.0,.000,.213,100,0,0
1324,柳川 大晟,日,右投,ストレート,44,68,-1.3,-,-,147,0.0,0.0,6.3,.373,.427,14,86,0
1325,柳川 大晟,日,右投,カットボール,7,11,-0.2,-,-,136,0.0,0.0,14.3,-,-,-,-,-
1326,柳川 大晟,日,右投,フォーク,14,22,-0.5,-,-,137,0.0,0.0,40.0,.174,.371,40,60,0
1327,畔柳 亨丞,日,右投,ストレート,47,48,-1.5,-,-,147,2.1,6.7,11.5,.259,.374,13,75,13
1328,畔柳 亨丞,日,右投,スライダー,8,8,0.0,-,-,128,0.0,0.0,25.0,.218,.284,75,25,0
1329,畔柳 亨丞,日,右投,カーブ,27,28,-0.3,-,-,123,0.0,0.0,7.7,.307,.288,67,33,0
1330,畔柳 亨丞,日,右投,フォーク,14,14,0.0,-,-,134,7.1,16.7,37.5,.218,.276,75,25,0
1331,畔柳 亨丞,日,右投,チェンジアップ,1,1,0.0,-,-,121,0.0,-,-,-,-,-,-,-
1332,才木 海翔,オ,右投,ストレート,50,50,-0.1,-,-,151,12.0,22.2,40.7,.597,.390,15,77,8
1333,才木 海翔,オ,右投,スライダー,1,1,-0.1,-,-,122,0.0,0.0,-,.870,.478,0,100,0
1334,才木 海翔,オ,右投,カーブ,1,1,0.0,-,-,128,0.0,-,0.0,-,-,-,-,-
1335,才木 海翔,オ,右投,フォーク,47,47,0.9,-,-,134,21.3,47.6,40.0,.145,.209,100,0,0
1336,才木 海翔,オ,右投,チェンジアップ,2,2,0.0,-,-,124,0.0,0.0,0.0,-,-,-,-,-
1337,佐々木 千隼,デ,右投,ストレート,55,52,-0.9,-,-,141,1.8,5.0,11.5,.614,.363,50,50,0
1338,佐々木 千隼,デ,右投,スライダー,37,35,-0.1,-,-,120,13.5,27.8,41.2,.131,.299,43,43,14
1339,佐々木 千隼,デ,右投,フォーク,6,6,-0.3,-,-,130,0.0,0.0,0.0,.670,.344,50,50,0
1340,佐々木 千隼,デ,右投,シンカー,8,8,0.0,-,-,129,12.5,25.0,42.9,.000,.188,100,0,0
1341,ハーン,広,左投,ストレート,52,68,0.9,-,-,151,5.8,11.1,34.8,.097,.282,11,56,33
1342,ハーン,広,左投,スライダー,21,27,0.0,-,-,138,19.0,36.4,20.0,.000,.271,80,20,0
1343,ハーン,広,左投,スプリット,1,1,0.0,-,-,138,0.0,0.0,100.0,-,-,-,-,-
1344,ハーン,広,左投,ツーシーム,3,4,-0.1,-,-,146,0.0,-,0.0,-,-,-,-,-
1345,ザバラ,日,右投,ストレート,69,64,-0.3,-,-,158,8.7,16.7,16.7,.000,.355,15,69,15
1346,ザバラ,日,右投,スライダー,25,23,-0.3,-,-,136,24.0,66.7,16.7,-,-,-,-,-
1347,ザバラ,日,右投,スプリット,13,12,0.2,-,-,147,7.7,14.3,37.5,.000,.209,100,0,0
1348,又木 鉄平,巨,左投,ストレート,56,55,-0.8,-,-,146,8.9,17.2,26.7,.158,.289,45,36,18
1349,又木 鉄平,巨,左投,スライダー,3,3,0.0,-,-,130,0.0,0.0,0.0,-,-,-,-,-
1350,又木 鉄平,巨,左投,スラーブ,21,21,-0.2,-,-,124,0.0,0.0,8.3,.000,.220,100,0,0
1351,又木 鉄平,巨,左投,カーブ,2,2,0.0,-,-,113,0.0,-,0.0,-,-,-,-,-
1352,又木 鉄平,巨,左投,チェンジアップ,19,19,-0.1,-,-,130,10.5,28.6,25.0,.000,.228,50,25,25
1353,田中 晴也,ロ,右投,ストレート,43,51,0.2,-,-,146,2.3,5.6,31.8,.276,.318,75,25,0
1354,田中 晴也,ロ,右投,スライダー,27,32,0.2,-,-,131,11.1,37.5,23.5,.000,.478,0,100,0
1355,田中 晴也,ロ,右投,フォーク,14,17,0.3,-,-,136,28.6,50.0,54.5,-,-,-,-,-
1356,西 純矢,神,右投,ストレート,26,58,-0.4,-,-,146,0.0,0.0,15.4,.447,.337,29,57,14
1357,西 純矢,神,右投,スライダー,8,18,-0.2,-,-,127,0.0,0.0,0.0,.000,.306,67,33,0
1358,西 純矢,神,右投,カーブ,7,16,0.0,-,-,118,0.0,0.0,16.7,.000,.199,100,0,0
1359,西 純矢,神,右投,フォーク,3,7,-0.3,-,-,141,0.0,0.0,0.0,.000,.480,0,100,0
1360,西 純矢,神,右投,ツーシーム,1,2,0.0,-,-,141,0.0,-,0.0,-,-,-,-,-
1361,京山 将弥,デ,右投,ストレート,66,81,1.1,-,-,151,4.5,10.3,24.2,.201,.206,45,18,36
1362,京山 将弥,デ,右投,カットボール,5,6,0.2,-,-,141,0.0,0.0,25.0,.000,.000,0,0,100
1363,京山 将弥,デ,右投,スプリット,10,12,0.1,-,-,142,0.0,0.0,20.0,.000,.209,100,0,0
1364,吉田 凌,ロ,右投,ストレート,19,30,0.2,-,-,143,10.5,22.2,12.5,.348,.326,20,60,20
1365,吉田 凌,ロ,右投,スライダー,29,46,0.5,-,-,127,13.8,26.7,38.5,.713,.275,17,50,33
1366,吉田 凌,ロ,右投,カーブ,1,2,0.0,-,-,122,0.0,-,-,-,-,-,-,-
1367,吉田 凌,ロ,右投,フォーク,5,8,-0.1,-,-,134,0.0,0.0,0.0,.000,.209,100,0,0
1368,吉田 凌,ロ,右投,シュート,9,14,-0.5,-,-,144,0.0,-,0.0,-,-,-,-,-
1369,上田 大河,西,右投,ストレート,32,65,-0.2,-,-,146,6.3,22.2,6.7,.268,.326,20,60,20
1370,上田 大河,西,右投,スライダー,1,2,0.0,-,-,134,0.0,-,-,-,-,-,-,-
1371,上田 大河,西,右投,カットボール,6,12,-0.4,-,-,135,0.0,0.0,25.0,1.035,.347,50,50,0
1372,上田 大河,西,右投,カーブ,6,12,-0.1,-,-,113,0.0,0.0,33.3,.000,.466,0,100,0
1373,上田 大河,西,右投,スプリット,4,8,-0.3,-,-,136,0.0,0.0,0.0,-,-,-,-,-
1374,岩嵜 翔,中,右投,ストレート,36,65,-0.4,-,-,149,2.8,5.9,21.1,.348,.292,33,44,22
1375,岩嵜 翔,中,右投,ナックルカーブ,2,4,-0.2,-,-,114,0.0,0.0,0.0,.000,.466,0,100,0
1376,岩嵜 翔,中,右投,フォーク,17,31,-0.5,-,-,139,11.8,28.6,12.5,.335,.412,25,75,0
1377,菅井 信也,西,左投,ストレート,61,67,0.0,-,-,144,6.6,17.4,13.3,.368,.317,13,63,25
1378,菅井 信也,西,左投,スライダー,12,13,0.0,-,-,124,8.3,33.3,10.0,.000,.239,0,50,50
1379,菅井 信也,西,左投,カットボール,1,1,-0.1,-,-,137,0.0,-,0.0,-,-,-,-,-
1380,菅井 信也,西,左投,カーブ,7,8,-0.1,-,-,119,0.0,0.0,0.0,-,-,-,-,-
1381,菅井 信也,西,左投,チェンジアップ,10,11,-0.3,-,-,130,20.0,50.0,50.0,.000,.468,0,100,0
1382,宮城 滝太,デ,右投,ストレート,18,49,-0.5,-,-,149,11.1,25.0,11.1,.893,.453,0,100,0
1383,宮城 滝太,デ,右投,カーブ,7,19,-0.1,-,-,122,0.0,0.0,33.3,.000,.199,100,0,0
1384,宮城 滝太,デ,右投,フォーク,12,32,0.1,-,-,135,41.7,62.5,55.6,-,-,-,-,-
1385,東妻 勇輔,ロ,右投,ストレート,2,5,0.0,-,-,147,0.0,-,0.0,-,-,-,-,-
